time,link,path,number,flag
154,N010 N011,N004 N009 N010 N011 N002,75,enter link
154,N009 N010,N004 N009 N010 N013 N003,75,exit link
154,N010 N013,N004 N009 N010 N013 N003,75,enter link
155,N001 N005,N001 N005 N006 N010 N011 N002,1,exit link
155,N005 N006,N001 N005 N006 N010 N011 N002,1,enter link
155,N001 N005,N001 N005 N006 N010 N013 N003,1,exit link
155,N005 N006,N001 N005 N006 N010 N013 N003,1,enter link
155,N001 N005,N001 N005 N009 N010 N011 N002,76,exit link
155,N005 N009,N001 N005 N009 N010 N011 N002,76,enter link
155,N001 N005,N001 N005 N009 N010 N013 N003,68,exit link
155,N005 N009,N001 N005 N009 N010 N013 N003,68,enter link
155,N001 N005,N001 N005 N009 N013 N003,3,exit link
155,N005 N009,N001 N005 N009 N013 N003,3,enter link
155,N004 N009,N004 N009 N010 N011 N002,47,exit link
155,N009 N010,N004 N009 N010 N011 N002,47,enter link
155,N004 N009,N004 N009 N010 N013 N003,47,exit link
155,N009 N010,N004 N009 N010 N013 N003,47,enter link
155,N005 N009,N001 N005 N009 N010 N011 N002,26,exit link
155,N009 N010,N001 N005 N009 N010 N011 N002,26,enter link
155,N005 N009,N001 N005 N009 N010 N013 N003,26,exit link
155,N009 N010,N001 N005 N009 N010 N013 N003,26,enter link
155,N005 N009,N004 N005 N009 N010 N013 N003,1,exit link
155,N009 N010,N004 N005 N009 N010 N013 N003,1,enter link
155,N005 N009,N004 N005 N009 N010 N011 N002,1,exit link
155,N009 N010,N004 N005 N009 N010 N011 N002,1,enter link
155,N005 N006,N001 N005 N006 N010 N011 N002,36,exit link
155,N006 N010,N001 N005 N006 N010 N011 N002,36,enter link
155,N005 N006,N001 N005 N006 N010 N013 N003,36,exit link
155,N006 N010,N001 N005 N006 N010 N013 N003,36,enter link
155,N005 N006,N004 N005 N006 N010 N011 N002,1,exit link
155,N006 N010,N004 N005 N006 N010 N011 N002,1,enter link
155,N005 N006,N004 N005 N006 N010 N013 N003,1,exit link
155,N006 N010,N004 N005 N006 N010 N013 N003,1,enter link
155,N012 N006,N001 N012 N006 N010 N011 N002,38,exit link
155,N006 N010,N001 N012 N006 N010 N011 N002,38,enter link
155,N012 N006,N001 N012 N006 N010 N013 N003,37,exit link
155,N006 N010,N001 N012 N006 N010 N013 N003,37,enter link
155,N006 N010,N001 N005 N006 N010 N011 N002,50,exit link
155,N010 N011,N001 N005 N006 N010 N011 N002,50,enter link
155,N006 N010,N004 N005 N006 N010 N011 N002,8,exit link
155,N010 N011,N004 N005 N006 N010 N011 N002,8,enter link
155,N006 N010,N001 N012 N006 N010 N011 N002,17,exit link
155,N010 N011,N001 N012 N006 N010 N011 N002,17,enter link
155,N006 N010,N001 N005 N006 N010 N013 N003,50,exit link
155,N010 N013,N001 N005 N006 N010 N013 N003,50,enter link
155,N006 N010,N004 N005 N006 N010 N013 N003,8,exit link
155,N010 N013,N004 N005 N006 N010 N013 N003,8,enter link
155,N006 N010,N001 N012 N006 N010 N013 N003,17,exit link
155,N010 N013,N001 N012 N006 N010 N013 N003,17,enter link
155,N009 N010,N004 N009 N010 N011 N002,75,exit link
155,N010 N011,N004 N009 N010 N011 N002,75,enter link
155,N009 N010,N004 N009 N010 N013 N003,75,exit link
155,N010 N013,N004 N009 N010 N013 N003,75,enter link
156,N001 N005,N001 N005 N006 N010 N011 N002,2,exit link
156,N005 N006,N001 N005 N006 N010 N011 N002,2,enter link
156,N001 N005,N001 N005 N006 N010 N013 N003,2,exit link
156,N005 N006,N001 N005 N006 N010 N013 N003,2,enter link
156,N001 N005,N001 N005 N009 N010 N011 N002,76,exit link
156,N005 N009,N001 N005 N009 N010 N011 N002,76,enter link
156,N001 N005,N001 N005 N009 N010 N013 N003,68,exit link
156,N005 N009,N001 N005 N009 N010 N013 N003,68,enter link
156,N001 N005,N001 N005 N009 N013 N003,3,exit link
156,N005 N009,N001 N005 N009 N013 N003,3,enter link
156,N004 N009,N004 N009 N010 N011 N002,44,exit link
156,N009 N010,N004 N009 N010 N011 N002,44,enter link
156,N004 N009,N004 N009 N010 N013 N003,44,exit link
156,N009 N010,N004 N009 N010 N013 N003,44,enter link
156,N005 N009,N001 N005 N009 N010 N011 N002,29,exit link
156,N009 N010,N001 N005 N009 N010 N011 N002,29,enter link
156,N005 N009,N001 N005 N009 N010 N013 N003,29,exit link
156,N009 N010,N001 N005 N009 N010 N013 N003,29,enter link
156,N005 N009,N004 N005 N009 N010 N013 N003,2,exit link
156,N009 N010,N004 N005 N009 N010 N013 N003,2,enter link
156,N005 N009,N004 N005 N009 N010 N011 N002,2,exit link
156,N009 N010,N004 N005 N009 N010 N011 N002,2,enter link
156,N005 N006,N001 N005 N006 N010 N011 N002,36,exit link
156,N006 N010,N001 N005 N006 N010 N011 N002,36,enter link
156,N005 N006,N001 N005 N006 N010 N013 N003,36,exit link
156,N006 N010,N001 N005 N006 N010 N013 N003,36,enter link
156,N005 N006,N004 N005 N006 N010 N011 N002,1,exit link
156,N006 N010,N004 N005 N006 N010 N011 N002,1,enter link
156,N005 N006,N004 N005 N006 N010 N013 N003,1,exit link
156,N006 N010,N004 N005 N006 N010 N013 N003,1,enter link
156,N012 N006,N001 N012 N006 N010 N011 N002,38,exit link
156,N006 N010,N001 N012 N006 N010 N011 N002,38,enter link
156,N012 N006,N001 N012 N006 N010 N013 N003,37,exit link
156,N006 N010,N001 N012 N006 N010 N013 N003,37,enter link
156,N006 N010,N001 N005 N006 N010 N011 N002,50,exit link
156,N010 N011,N001 N005 N006 N010 N011 N002,50,enter link
156,N006 N010,N004 N005 N006 N010 N011 N002,7,exit link
156,N010 N011,N004 N005 N006 N010 N011 N002,7,enter link
156,N006 N010,N001 N012 N006 N010 N011 N002,18,exit link
156,N010 N011,N001 N012 N006 N010 N011 N002,18,enter link
156,N006 N010,N001 N005 N006 N010 N013 N003,50,exit link
156,N010 N013,N001 N005 N006 N010 N013 N003,50,enter link
156,N006 N010,N004 N005 N006 N010 N013 N003,7,exit link
156,N010 N013,N004 N005 N006 N010 N013 N003,7,enter link
156,N006 N010,N001 N012 N006 N010 N013 N003,18,exit link
156,N010 N013,N001 N012 N006 N010 N013 N003,18,enter link
156,N009 N010,N004 N009 N010 N011 N002,75,exit link
156,N010 N011,N004 N009 N010 N011 N002,75,enter link
156,N009 N010,N004 N009 N010 N013 N003,75,exit link
156,N010 N013,N004 N009 N010 N013 N003,75,enter link
157,N001 N005,N001 N005 N006 N010 N011 N002,0,exit link
157,N005 N006,N001 N005 N006 N010 N011 N002,0,enter link
157,N001 N005,N001 N005 N006 N010 N013 N003,0,exit link
157,N005 N006,N001 N005 N006 N010 N013 N003,0,enter link
157,N001 N005,N001 N005 N009 N010 N011 N002,77,exit link
157,N005 N009,N001 N005 N009 N010 N011 N002,77,enter link
157,N001 N005,N001 N005 N009 N010 N013 N003,68,exit link
157,N005 N009,N001 N005 N009 N010 N013 N003,68,enter link
157,N001 N005,N001 N005 N009 N013 N003,4,exit link
157,N005 N009,N001 N005 N009 N013 N003,4,enter link
157,N004 N009,N004 N009 N010 N011 N002,40,exit link
157,N009 N010,N004 N009 N010 N011 N002,40,enter link
157,N004 N009,N004 N009 N010 N013 N003,41,exit link
157,N009 N010,N004 N009 N010 N013 N003,41,enter link
157,N005 N009,N001 N005 N009 N010 N011 N002,31,exit link
157,N009 N010,N001 N005 N009 N010 N011 N002,31,enter link
157,N005 N009,N001 N005 N009 N010 N013 N003,31,exit link
157,N009 N010,N001 N005 N009 N010 N013 N003,31,enter link
157,N005 N009,N004 N005 N009 N010 N013 N003,3,exit link
157,N009 N010,N004 N005 N009 N010 N013 N003,3,enter link
157,N005 N009,N004 N005 N009 N010 N011 N002,3,exit link
157,N009 N010,N004 N005 N009 N010 N011 N002,3,enter link
157,N005 N006,N001 N005 N006 N010 N011 N002,36,exit link
157,N006 N010,N001 N005 N006 N010 N011 N002,36,enter link
157,N005 N006,N001 N005 N006 N010 N013 N003,36,exit link
157,N006 N010,N001 N005 N006 N010 N013 N003,36,enter link
157,N005 N006,N004 N005 N006 N010 N011 N002,1,exit link
157,N006 N010,N004 N005 N006 N010 N011 N002,1,enter link
157,N005 N006,N004 N005 N006 N010 N013 N003,1,exit link
157,N006 N010,N004 N005 N006 N010 N013 N003,1,enter link
157,N012 N006,N001 N012 N006 N010 N011 N002,38,exit link
157,N006 N010,N001 N012 N006 N010 N011 N002,38,enter link
157,N012 N006,N001 N012 N006 N010 N013 N003,37,exit link
157,N006 N010,N001 N012 N006 N010 N013 N003,37,enter link
157,N006 N010,N001 N005 N006 N010 N011 N002,48,exit link
157,N010 N011,N001 N005 N006 N010 N011 N002,48,enter link
157,N006 N010,N004 N005 N006 N010 N011 N002,7,exit link
157,N010 N011,N004 N005 N006 N010 N011 N002,7,enter link
157,N006 N010,N001 N012 N006 N010 N011 N002,20,exit link
157,N010 N011,N001 N012 N006 N010 N011 N002,20,enter link
157,N006 N010,N001 N005 N006 N010 N013 N003,48,exit link
157,N010 N013,N001 N005 N006 N010 N013 N003,48,enter link
157,N006 N010,N004 N005 N006 N010 N013 N003,7,exit link
157,N010 N013,N004 N005 N006 N010 N013 N003,7,enter link
157,N006 N010,N001 N012 N006 N010 N013 N003,20,exit link
157,N010 N013,N001 N012 N006 N010 N013 N003,20,enter link
157,N009 N010,N004 N009 N010 N011 N002,75,exit link
157,N010 N011,N004 N009 N010 N011 N002,75,enter link
157,N009 N010,N004 N009 N010 N013 N003,75,exit link
157,N010 N013,N004 N009 N010 N013 N003,75,enter link
158,N001 N005,N001 N005 N006 N010 N011 N002,1,exit link
158,N005 N006,N001 N005 N006 N010 N011 N002,1,enter link
158,N001 N005,N001 N005 N006 N010 N013 N003,1,exit link
158,N005 N006,N001 N005 N006 N010 N013 N003,1,enter link
158,N001 N005,N001 N005 N009 N010 N011 N002,78,exit link
158,N005 N009,N001 N005 N009 N010 N011 N002,78,enter link
158,N001 N005,N001 N005 N009 N010 N013 N003,67,exit link
158,N005 N009,N001 N005 N009 N010 N013 N003,67,enter link
158,N001 N005,N001 N005 N009 N013 N003,3,exit link
158,N005 N009,N001 N005 N009 N013 N003,3,enter link
158,N004 N009,N004 N009 N010 N011 N002,38,exit link
158,N009 N010,N004 N009 N010 N011 N002,38,enter link
158,N004 N009,N004 N009 N010 N013 N003,38,exit link
158,N009 N010,N004 N009 N010 N013 N003,38,enter link
158,N005 N009,N001 N005 N009 N010 N011 N002,32,exit link
158,N009 N010,N001 N005 N009 N010 N011 N002,32,enter link
158,N005 N009,N001 N005 N009 N010 N013 N003,32,exit link
158,N009 N010,N001 N005 N009 N010 N013 N003,32,enter link
158,N005 N009,N004 N005 N009 N010 N013 N003,5,exit link
158,N009 N010,N004 N005 N009 N010 N013 N003,5,enter link
158,N005 N009,N004 N005 N009 N010 N011 N002,5,exit link
158,N009 N010,N004 N005 N009 N010 N011 N002,5,enter link
158,N005 N006,N001 N005 N006 N010 N011 N002,36,exit link
158,N006 N010,N001 N005 N006 N010 N011 N002,36,enter link
158,N005 N006,N001 N005 N006 N010 N013 N003,36,exit link
158,N006 N010,N001 N005 N006 N010 N013 N003,36,enter link
158,N005 N006,N004 N005 N006 N010 N011 N002,1,exit link
158,N006 N010,N004 N005 N006 N010 N011 N002,1,enter link
158,N005 N006,N004 N005 N006 N010 N013 N003,1,exit link
158,N006 N010,N004 N005 N006 N010 N013 N003,1,enter link
158,N012 N006,N001 N012 N006 N010 N011 N002,38,exit link
158,N006 N010,N001 N012 N006 N010 N011 N002,38,enter link
158,N012 N006,N001 N012 N006 N010 N013 N003,37,exit link
158,N006 N010,N001 N012 N006 N010 N013 N003,37,enter link
158,N006 N010,N001 N005 N006 N010 N011 N002,46,exit link
158,N010 N011,N001 N005 N006 N010 N011 N002,46,enter link
158,N006 N010,N004 N005 N006 N010 N011 N002,7,exit link
158,N010 N011,N004 N005 N006 N010 N011 N002,7,enter link
158,N006 N010,N001 N012 N006 N010 N011 N002,22,exit link
158,N010 N011,N001 N012 N006 N010 N011 N002,22,enter link
158,N006 N010,N001 N005 N006 N010 N013 N003,46,exit link
158,N010 N013,N001 N005 N006 N010 N013 N003,46,enter link
158,N006 N010,N004 N005 N006 N010 N013 N003,7,exit link
158,N010 N013,N004 N005 N006 N010 N013 N003,7,enter link
158,N006 N010,N001 N012 N006 N010 N013 N003,22,exit link
158,N010 N013,N001 N012 N006 N010 N013 N003,22,enter link
158,N009 N010,N004 N009 N010 N011 N002,75,exit link
158,N010 N011,N004 N009 N010 N011 N002,75,enter link
158,N009 N010,N004 N009 N010 N013 N003,75,exit link
158,N010 N013,N004 N009 N010 N013 N003,75,enter link
159,N001 N005,N001 N005 N006 N010 N011 N002,1,exit link
159,N005 N006,N001 N005 N006 N010 N011 N002,1,enter link
159,N001 N005,N001 N005 N006 N010 N013 N003,1,exit link
159,N005 N006,N001 N005 N006 N010 N013 N003,1,enter link
159,N001 N005,N001 N005 N009 N010 N011 N002,77,exit link
159,N005 N009,N001 N005 N009 N010 N011 N002,77,enter link
159,N001 N005,N001 N005 N009 N010 N013 N003,67,exit link
159,N005 N009,N001 N005 N009 N010 N013 N003,67,enter link
159,N001 N005,N001 N005 N009 N013 N003,3,exit link
159,N005 N009,N001 N005 N009 N013 N003,3,enter link
159,N004 N009,N004 N009 N010 N011 N002,37,exit link
159,N009 N010,N004 N009 N010 N011 N002,37,enter link
159,N004 N009,N004 N009 N010 N013 N003,37,exit link
159,N009 N010,N004 N009 N010 N013 N003,37,enter link
159,N005 N009,N001 N005 N009 N010 N011 N002,32,exit link
159,N009 N010,N001 N005 N009 N010 N011 N002,32,enter link
159,N005 N009,N001 N005 N009 N010 N013 N003,32,exit link
159,N009 N010,N001 N005 N009 N010 N013 N003,32,enter link
159,N005 N009,N004 N005 N009 N010 N013 N003,5,exit link
159,N009 N010,N004 N005 N009 N010 N013 N003,5,enter link
159,N005 N009,N004 N005 N009 N010 N011 N002,5,exit link
159,N009 N010,N004 N005 N009 N010 N011 N002,5,enter link
159,N005 N006,N001 N005 N006 N010 N011 N002,37,exit link
159,N006 N010,N001 N005 N006 N010 N011 N002,37,enter link
159,N005 N006,N001 N005 N006 N010 N013 N003,37,exit link
159,N006 N010,N001 N005 N006 N010 N013 N003,37,enter link
159,N005 N006,N004 N005 N006 N010 N011 N002,1,exit link
159,N006 N010,N004 N005 N006 N010 N011 N002,1,enter link
159,N005 N006,N004 N005 N006 N010 N013 N003,1,exit link
159,N006 N010,N004 N005 N006 N010 N013 N003,1,enter link
159,N012 N006,N001 N012 N006 N010 N011 N002,38,exit link
159,N006 N010,N001 N012 N006 N010 N011 N002,38,enter link
159,N012 N006,N001 N012 N006 N010 N013 N003,37,exit link
159,N006 N010,N001 N012 N006 N010 N013 N003,37,enter link
159,N006 N010,N001 N005 N006 N010 N011 N002,44,exit link
159,N010 N011,N001 N005 N006 N010 N011 N002,44,enter link
159,N006 N010,N004 N005 N006 N010 N011 N002,7,exit link
159,N010 N011,N004 N005 N006 N010 N011 N002,7,enter link
159,N006 N010,N001 N012 N006 N010 N011 N002,23,exit link
159,N010 N011,N001 N012 N006 N010 N011 N002,23,enter link
159,N006 N010,N001 N005 N006 N010 N013 N003,44,exit link
159,N010 N013,N001 N005 N006 N010 N013 N003,44,enter link
159,N006 N010,N004 N005 N006 N010 N013 N003,7,exit link
159,N010 N013,N004 N005 N006 N010 N013 N003,7,enter link
159,N006 N010,N001 N012 N006 N010 N013 N003,23,exit link
159,N010 N013,N001 N012 N006 N010 N013 N003,23,enter link
159,N009 N010,N004 N009 N010 N011 N002,75,exit link
159,N010 N011,N004 N009 N010 N011 N002,75,enter link
159,N009 N010,N004 N009 N010 N013 N003,75,exit link
159,N010 N013,N004 N009 N010 N013 N003,75,enter link
160,N001 N005,N001 N005 N006 N010 N011 N002,1,exit link
160,N005 N006,N001 N005 N006 N010 N011 N002,1,enter link
160,N001 N005,N001 N005 N006 N010 N013 N003,1,exit link
160,N005 N006,N001 N005 N006 N010 N013 N003,1,enter link
160,N001 N005,N001 N005 N009 N010 N011 N002,78,exit link
160,N005 N009,N001 N005 N009 N010 N011 N002,78,enter link
160,N001 N005,N001 N005 N009 N010 N013 N003,67,exit link
160,N005 N009,N001 N005 N009 N010 N013 N003,67,enter link
160,N001 N005,N001 N005 N009 N013 N003,3,exit link
160,N005 N009,N001 N005 N009 N013 N003,3,enter link
160,N004 N009,N004 N009 N010 N011 N002,37,exit link
160,N009 N010,N004 N009 N010 N011 N002,37,enter link
160,N004 N009,N004 N009 N010 N013 N003,37,exit link
160,N009 N010,N004 N009 N010 N013 N003,37,enter link
160,N005 N009,N001 N005 N009 N010 N011 N002,31,exit link
160,N009 N010,N001 N005 N009 N010 N011 N002,31,enter link
160,N005 N009,N001 N005 N009 N010 N013 N003,32,exit link
160,N009 N010,N001 N005 N009 N010 N013 N003,32,enter link
160,N005 N009,N004 N005 N009 N010 N013 N003,6,exit link
160,N009 N010,N004 N005 N009 N010 N013 N003,6,enter link
160,N005 N009,N004 N005 N009 N010 N011 N002,6,exit link
160,N009 N010,N004 N005 N009 N010 N011 N002,6,enter link
160,N005 N006,N001 N005 N006 N010 N011 N002,37,exit link
160,N006 N010,N001 N005 N006 N010 N011 N002,37,enter link
160,N005 N006,N001 N005 N006 N010 N013 N003,37,exit link
160,N006 N010,N001 N005 N006 N010 N013 N003,37,enter link
160,N005 N006,N004 N005 N006 N010 N011 N002,1,exit link
160,N006 N010,N004 N005 N006 N010 N011 N002,1,enter link
160,N005 N006,N004 N005 N006 N010 N013 N003,1,exit link
160,N006 N010,N004 N005 N006 N010 N013 N003,1,enter link
160,N012 N006,N001 N012 N006 N010 N011 N002,38,exit link
160,N006 N010,N001 N012 N006 N010 N011 N002,38,enter link
160,N012 N006,N001 N012 N006 N010 N013 N003,37,exit link
160,N006 N010,N001 N012 N006 N010 N013 N003,37,enter link
160,N006 N010,N001 N005 N006 N010 N011 N002,43,exit link
160,N010 N011,N001 N005 N006 N010 N011 N002,43,enter link
160,N006 N010,N004 N005 N006 N010 N011 N002,7,exit link
160,N010 N011,N004 N005 N006 N010 N011 N002,7,enter link
160,N006 N010,N001 N012 N006 N010 N011 N002,25,exit link
160,N010 N011,N001 N012 N006 N010 N011 N002,25,enter link
160,N006 N010,N001 N005 N006 N010 N013 N003,43,exit link
160,N010 N013,N001 N005 N006 N010 N013 N003,43,enter link
160,N006 N010,N004 N005 N006 N010 N013 N003,7,exit link
160,N010 N013,N004 N005 N006 N010 N013 N003,7,enter link
160,N006 N010,N001 N012 N006 N010 N013 N003,25,exit link
160,N010 N013,N001 N012 N006 N010 N013 N003,25,enter link
160,N009 N010,N004 N009 N010 N011 N002,75,exit link
160,N010 N011,N004 N009 N010 N011 N002,75,enter link
160,N009 N010,N004 N009 N010 N013 N003,75,exit link
160,N010 N013,N004 N009 N010 N013 N003,75,enter link
161,N001 N005,N001 N005 N006 N010 N011 N002,1,exit link
161,N005 N006,N001 N005 N006 N010 N011 N002,1,enter link
161,N001 N005,N001 N005 N006 N010 N013 N003,1,exit link
161,N005 N006,N001 N005 N006 N010 N013 N003,1,enter link
161,N001 N005,N001 N005 N009 N010 N011 N002,78,exit link
161,N005 N009,N001 N005 N009 N010 N011 N002,78,enter link
161,N001 N005,N001 N005 N009 N010 N013 N003,67,exit link
161,N005 N009,N001 N005 N009 N010 N013 N003,67,enter link
161,N001 N005,N001 N005 N009 N013 N003,3,exit link
161,N005 N009,N001 N005 N009 N013 N003,3,enter link
161,N004 N009,N004 N009 N010 N011 N002,38,exit link
161,N009 N010,N004 N009 N010 N011 N002,38,enter link
161,N004 N009,N004 N009 N010 N013 N003,38,exit link
161,N009 N010,N004 N009 N010 N013 N003,38,enter link
161,N005 N009,N001 N005 N009 N010 N011 N002,31,exit link
161,N009 N010,N001 N005 N009 N010 N011 N002,31,enter link
161,N005 N009,N001 N005 N009 N010 N013 N003,32,exit link
161,N009 N010,N001 N005 N009 N010 N013 N003,32,enter link
161,N005 N009,N004 N005 N009 N010 N013 N003,6,exit link
161,N009 N010,N004 N005 N009 N010 N013 N003,6,enter link
161,N005 N009,N004 N005 N009 N010 N011 N002,6,exit link
161,N009 N010,N004 N005 N009 N010 N011 N002,6,enter link
161,N005 N006,N001 N005 N006 N010 N011 N002,37,exit link
161,N006 N010,N001 N005 N006 N010 N011 N002,37,enter link
161,N005 N006,N001 N005 N006 N010 N013 N003,37,exit link
161,N006 N010,N001 N005 N006 N010 N013 N003,37,enter link
161,N005 N006,N004 N005 N006 N010 N011 N002,1,exit link
161,N006 N010,N004 N005 N006 N010 N011 N002,1,enter link
161,N005 N006,N004 N005 N006 N010 N013 N003,1,exit link
161,N006 N010,N004 N005 N006 N010 N013 N003,1,enter link
161,N012 N006,N001 N012 N006 N010 N011 N002,38,exit link
161,N006 N010,N001 N012 N006 N010 N011 N002,38,enter link
161,N012 N006,N001 N012 N006 N010 N013 N003,37,exit link
161,N006 N010,N001 N012 N006 N010 N013 N003,37,enter link
161,N006 N010,N001 N005 N006 N010 N011 N002,41,exit link
161,N010 N011,N001 N005 N006 N010 N011 N002,41,enter link
161,N006 N010,N004 N005 N006 N010 N011 N002,7,exit link
161,N010 N011,N004 N005 N006 N010 N011 N002,7,enter link
161,N006 N010,N001 N012 N006 N010 N011 N002,27,exit link
161,N010 N011,N001 N012 N006 N010 N011 N002,27,enter link
161,N006 N010,N001 N005 N006 N010 N013 N003,41,exit link
161,N010 N013,N001 N005 N006 N010 N013 N003,41,enter link
161,N006 N010,N004 N005 N006 N010 N013 N003,7,exit link
161,N010 N013,N004 N005 N006 N010 N013 N003,7,enter link
161,N006 N010,N001 N012 N006 N010 N013 N003,27,exit link
161,N010 N013,N001 N012 N006 N010 N013 N003,27,enter link
161,N009 N010,N004 N009 N010 N011 N002,75,exit link
161,N010 N011,N004 N009 N010 N011 N002,75,enter link
161,N009 N010,N004 N009 N010 N013 N003,75,exit link
161,N010 N013,N004 N009 N010 N013 N003,75,enter link
162,N001 N005,N001 N005 N006 N010 N011 N002,1,exit link
162,N005 N006,N001 N005 N006 N010 N011 N002,1,enter link
162,N001 N005,N001 N005 N006 N010 N013 N003,1,exit link
162,N005 N006,N001 N005 N006 N010 N013 N003,1,enter link
